1,1,123.14,335.03,133.16000000000003,57.97000000000003,1,1,1.0
1,2,210.1,248.97,92.4,41.66999999999999,1,1,1.0
1,3,734.62,268.9,69.75,36.23000000000002,1,1,1.0
2,1,98.51,338.46,135.69,58.879999999999995,1,1,1.0
2,2,210.1,249.13,92.4,41.660000000000025,1,1,1.0
2,3,721.21,270.34,70.49000000000001,37.33000000000004,1,1,1.0
3,1,73.88,341.9,138.22,59.78000000000003,1,1,1.0
3,2,210.1,249.3,92.4,41.639999999999986,1,1,1.0
3,3,707.8,271.78,71.22000000000003,38.420000000000016,1,1,1.0
4,1,49.25,345.33,140.75,60.69,1,1,1.0
4,2,210.1,249.47,92.4,41.619999999999976,1,1,1.0
4,3,694.4,273.22,71.95000000000005,39.51999999999998,1,1,1.0
5,1,24.63,348.77,143.27,61.59000000000003,1,1,1.0
5,2,210.1,249.64,92.4,41.610000000000014,1,1,1.0
5,3,680.99,274.66,72.67999999999995,40.61999999999995,1,1,1.0
6,1,0.0,352.2,145.8,62.5,1,1,1.0
6,2,210.1,249.81,92.4,41.589999999999975,1,1,1.0
6,3,667.58,276.1,73.41999999999996,41.70999999999998,1,1,1.0
7,1,0.0,352.2,123.17,62.5,1,1,1.0
7,2,210.1,249.97,92.4,41.58000000000001,1,1,1.0
7,3,653.39,278.5,74.01999999999998,42.339999999999975,1,1,1.0
8,1,0.0,352.2,100.53,62.5,1,1,1.0
8,2,210.1,250.14,92.4,41.56,1,1,1.0
8,3,639.19,280.9,74.63,42.97000000000003,1,1,1.0
9,1,0.0,352.2,77.9,62.5,1,1,1.0
9,2,210.1,250.31,92.4,41.54000000000002,1,1,1.0
9,3,625.0,283.3,75.23000000000002,43.599999999999966,1,1,1.0
10,1,0.0,352.2,53.0,67.94999999999999,1,1,1.0
10,2,210.1,250.48,92.4,41.53,1,1,1.0
10,3,607.33,284.66,80.24000000000001,43.599999999999966,1,1,1.0
11,1,0.0,352.2,28.1,73.40000000000003,1,1,1.0
11,2,210.1,250.65,92.4,41.51000000000002,1,1,1.0
11,3,589.67,286.02,85.23000000000002,43.60000000000002,1,1,1.0
12,2,210.1,250.81,92.4,41.5,1,1,1.0
12,3,577.89,289.64,85.23000000000002,43.60000000000002,1,1,1.0
13,2,210.1,250.98,92.4,41.47999999999999,1,1,1.0
13,3,560.88,291.86,86.53999999999996,44.39999999999998,1,1,1.0
14,2,210.1,251.15,92.4,41.47,1,1,1.0
14,3,543.87,294.08,87.85000000000002,45.19999999999999,1,1,1.0
15,2,210.1,251.32,92.4,41.44999999999999,1,1,1.0
15,3,526.86,296.29,89.15999999999997,46.00999999999999,1,1,1.0
16,2,210.1,251.49,92.4,41.43000000000001,1,1,1.0
16,3,509.85,298.51,90.45999999999992,46.81,1,1,1.0
17,2,210.1,251.65,92.4,41.41999999999999,1,1,1.0
17,3,492.84,300.73,91.77000000000004,47.60999999999996,1,1,1.0
18,2,210.1,251.82,92.4,41.400000000000034,1,1,1.0
18,3,475.83,302.95,93.07999999999998,48.410000000000025,1,1,1.0
19,2,210.1,251.99,92.4,41.389999999999986,1,1,1.0
19,3,458.82,305.16,94.39000000000004,49.21999999999997,1,1,1.0
20,2,210.1,252.01,92.4,41.370000000000005,1,1,1.0
20,3,441.81,307.38,95.69,50.01999999999998,1,1,1.0
21,2,210.1,252.03,92.4,41.349999999999994,1,1,1.0
21,3,424.79,309.6,97.00999999999993,50.81999999999999,1,1,1.0
22,2,210.1,252.05,92.4,41.339999999999975,1,1,1.0
22,3,410.3,315.04,97.0,50.81,1,1,1.0
23,2,210.1,252.07,92.4,41.31999999999999,1,1,1.0
23,3,390.11,318.02,99.58999999999997,52.23000000000002,1,1,1.0
24,2,210.1,252.09,92.4,41.29999999999998,1,1,1.0
24,3,369.92,321.0,102.18,53.64999999999998,1,1,1.0
25,2,210.1,252.1,92.4,41.28999999999999,1,1,1.0
25,3,349.73,323.98,104.76999999999998,55.06999999999999,1,1,1.0
26,2,210.1,252.12,92.4,41.27999999999997,1,1,1.0
26,3,329.55,326.96,107.34999999999997,56.49000000000001,1,1,1.0
27,2,210.1,252.14,92.4,41.25999999999999,1,1,1.0
27,3,309.36,329.94,109.94,57.910000000000025,1,1,1.0
28,2,210.1,252.16,92.4,41.23999999999998,1,1,1.0
28,3,289.17,332.92,112.52999999999997,59.329999999999984,1,1,1.0
29,2,210.1,252.18,92.4,41.23000000000002,1,1,1.0
29,3,268.98,335.9,115.12,60.75,1,1,1.0
30,2,210.1,252.2,92.4,41.210000000000036,1,1,1.0
30,3,247.24,336.81,116.95999999999998,60.75,1,1,1.0
31,2,210.1,252.22,92.4,41.190000000000026,1,1,1.0
31,3,225.5,340.4,120.60000000000002,62.60000000000002,1,1,1.0
32,2,210.1,252.24,92.4,41.18000000000001,1,1,1.0
32,3,201.22,344.02,124.22,64.78000000000003,1,1,1.0
33,2,210.1,252.26,92.4,41.160000000000025,1,1,1.0
33,3,176.94,347.64,127.83999999999997,66.96000000000004,1,1,1.0
34,2,210.1,252.27,92.4,41.150000000000006,1,1,1.0
34,3,152.66,351.26,131.46,69.13999999999999,1,1,1.0
35,2,210.1,252.29,92.4,41.140000000000015,1,1,1.0
35,3,128.38,354.88,135.07999999999998,71.32,1,1,1.0
36,2,210.1,252.31,92.4,41.120000000000005,1,1,1.0
36,3,104.11,358.5,138.69,73.5,1,1,1.0
37,2,210.1,252.33,92.4,41.099999999999994,1,1,1.0
37,3,78.51,364.15,140.74,73.5,1,1,1.0
38,2,210.1,252.35,92.4,41.08000000000001,1,1,1.0
38,3,52.92,369.8,142.77999999999997,73.5,1,1,1.0
39,2,210.1,252.37,92.4,41.06999999999999,1,1,1.0
39,3,27.33,375.45,144.82,73.5,1,1,1.0
40,2,210.1,252.39,92.4,41.05000000000001,1,1,1.0
40,3,1.74,381.1,146.85999999999999,73.5,1,1,1.0
41,2,210.1,252.41,92.4,41.03,1,1,1.0
41,3,1.74,381.1,122.36,73.5,1,1,1.0
42,2,210.1,252.43,92.4,41.01999999999998,1,1,1.0
42,3,1.74,381.1,95.66000000000001,73.5,1,1,1.0
